funnel_name,funnel_id,step_number,step_name,step_slug,page_version,clickfunnels_funnel_id,clickfunnels_step_id,step_folder,header_file,body_file,script_name,status,gtm_container,gtm_tag_name,gtm_trigger_name,validated_at,notes
5-Day Keyboard Rich Challenge,krc,6,VIP Upgrade A,vip_upgrade_a,version-b,13147816,92696433,funnels/5-day-keyboard-rich-challenge/06-vip-upgrade-a/version-b,funnels/5-day-keyboard-rich-challenge/06-vip-upgrade-a/version-b/header.html,funnels/5-day-keyboard-rich-challenge/06-vip-upgrade-a/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,7,VIP Upgrade A Thank You,vip_upgrade_a_thank_you,version-a,13147816,92976086,funnels/5-day-keyboard-rich-challenge/07-vip-upgrade-a-thank-you/version-a,funnels/5-day-keyboard-rich-challenge/07-vip-upgrade-a-thank-you/version-a/header.html,funnels/5-day-keyboard-rich-challenge/07-vip-upgrade-a-thank-you/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,7,VIP Upgrade A Thank You,vip_upgrade_a_thank_you,version-b,13147816,92976086,funnels/5-day-keyboard-rich-challenge/07-vip-upgrade-a-thank-you/version-b,funnels/5-day-keyboard-rich-challenge/07-vip-upgrade-a-thank-you/version-b/header.html,funnels/5-day-keyboard-rich-challenge/07-vip-upgrade-a-thank-you/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,8,VIP Upgrade B,vip_upgrade_b,version-a,13147816,92696445,funnels/5-day-keyboard-rich-challenge/08-vip-upgrade-b/version-a,funnels/5-day-keyboard-rich-challenge/08-vip-upgrade-b/version-a/header.html,funnels/5-day-keyboard-rich-challenge/08-vip-upgrade-b/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,8,VIP Upgrade B,vip_upgrade_b,version-b,13147816,92696445,funnels/5-day-keyboard-rich-challenge/08-vip-upgrade-b/version-b,funnels/5-day-keyboard-rich-challenge/08-vip-upgrade-b/version-b/header.html,funnels/5-day-keyboard-rich-challenge/08-vip-upgrade-b/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,9,VIP Upgrade B Thank You,vip_upgrade_b_thank_you,version-a,13147816,92976100,funnels/5-day-keyboard-rich-challenge/09-vip-upgrade-b-thank-you/version-a,funnels/5-day-keyboard-rich-challenge/09-vip-upgrade-b-thank-you/version-a/header.html,funnels/5-day-keyboard-rich-challenge/09-vip-upgrade-b-thank-you/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,9,VIP Upgrade B Thank You,vip_upgrade_b_thank_you,version-b,13147816,92976100,funnels/5-day-keyboard-rich-challenge/09-vip-upgrade-b-thank-you/version-b,funnels/5-day-keyboard-rich-challenge/09-vip-upgrade-b-thank-you/version-b/header.html,funnels/5-day-keyboard-rich-challenge/09-vip-upgrade-b-thank-you/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,10,Replays A,replays_a,version-a,13147816,89330116,funnels/5-day-keyboard-rich-challenge/10-replays-a/version-a,funnels/5-day-keyboard-rich-challenge/10-replays-a/version-a/header.html,funnels/5-day-keyboard-rich-challenge/10-replays-a/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,10,Replays A,replays_a,version-b,13147816,89330116,funnels/5-day-keyboard-rich-challenge/10-replays-a/version-b,funnels/5-day-keyboard-rich-challenge/10-replays-a/version-b/header.html,funnels/5-day-keyboard-rich-challenge/10-replays-a/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,11,Replays B,replays_b,version-a,13147816,92720042,funnels/5-day-keyboard-rich-challenge/11-replays-b/version-a,funnels/5-day-keyboard-rich-challenge/11-replays-b/version-a/header.html,funnels/5-day-keyboard-rich-challenge/11-replays-b/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,11,Replays B,replays_b,version-b,13147816,92720042,funnels/5-day-keyboard-rich-challenge/11-replays-b/version-b,funnels/5-day-keyboard-rich-challenge/11-replays-b/version-b/header.html,funnels/5-day-keyboard-rich-challenge/11-replays-b/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,12,Breakout Replay,breakout_replay,version-a,13147816,92840820,funnels/5-day-keyboard-rich-challenge/12-breakout-replay/version-a,funnels/5-day-keyboard-rich-challenge/12-breakout-replay/version-a/header.html,funnels/5-day-keyboard-rich-challenge/12-breakout-replay/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,12,Breakout Replay,breakout_replay,version-b,13147816,92840820,funnels/5-day-keyboard-rich-challenge/12-breakout-replay/version-b,funnels/5-day-keyboard-rich-challenge/12-breakout-replay/version-b/header.html,funnels/5-day-keyboard-rich-challenge/12-breakout-replay/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,13,Welcome Party Replay,welcome_party_replay,version-a,13147816,92886079,funnels/5-day-keyboard-rich-challenge/13-welcome-party-replay/version-a,funnels/5-day-keyboard-rich-challenge/13-welcome-party-replay/version-a/header.html,funnels/5-day-keyboard-rich-challenge/13-welcome-party-replay/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,13,Welcome Party Replay,welcome_party_replay,version-b,13147816,92886079,funnels/5-day-keyboard-rich-challenge/13-welcome-party-replay/version-b,funnels/5-day-keyboard-rich-challenge/13-welcome-party-replay/version-b/header.html,funnels/5-day-keyboard-rich-challenge/13-welcome-party-replay/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,14,$47 Checkout,47_checkout,version-a,13147816,90963841,funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-a,funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-a/header.html,funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,14,$47 Checkout,47_checkout,version-b,13147816,90963841,funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-b,funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-b/header.html,funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,15,VIP/Platinum OTO,vip_platinum_oto,version-a,13147816,90964647,funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-a,funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-a/header.html,funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,15,VIP/Platinum OTO,vip_platinum_oto,version-b,13147816,90964647,funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-b,funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-b/header.html,funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,16,Regular Thank You,regular_thank_you_89283383,version-a,13147816,89283383,funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-a,funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-a/header.html,funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-a/body.html,,datalayer_file_created,,,,,Additional visible ClickFunnels step not present as a separate MD snippet; slug includes ClickFunnels step ID.
5-Day Keyboard Rich Challenge,krc,16,Regular Thank You,regular_thank_you_89283383,version-b,13147816,89283383,funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-b,funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-b/header.html,funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-b/body.html,,datalayer_file_created,,,,,Additional visible ClickFunnels step not present as a separate MD snippet; slug includes ClickFunnels step ID.
5-Day Keyboard Rich Challenge,krc,17,Platinum Upgrade,platinum_upgrade,version-a,13147816,91125988,funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-a,funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-a/header.html,funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,17,Platinum Upgrade,platinum_upgrade,version-b,13147816,91125988,funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-b,funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-b/header.html,funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,18,Sales Page,sales_page,version-a,13147816,89330120,funnels/5-day-keyboard-rich-challenge/18-sales-page/version-a,funnels/5-day-keyboard-rich-challenge/18-sales-page/version-a/header.html,funnels/5-day-keyboard-rich-challenge/18-sales-page/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,18,Sales Page,sales_page,version-b,13147816,89330120,funnels/5-day-keyboard-rich-challenge/18-sales-page/version-b,funnels/5-day-keyboard-rich-challenge/18-sales-page/version-b/header.html,funnels/5-day-keyboard-rich-challenge/18-sales-page/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,19,Evergreen Replays,evergreen_replays,version-a,13147816,92928310,funnels/5-day-keyboard-rich-challenge/19-evergreen-replays/version-a,funnels/5-day-keyboard-rich-challenge/19-evergreen-replays/version-a/header.html,funnels/5-day-keyboard-rich-challenge/19-evergreen-replays/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,19,Evergreen Replays,evergreen_replays,version-b,13147816,92928310,funnels/5-day-keyboard-rich-challenge/19-evergreen-replays/version-b,funnels/5-day-keyboard-rich-challenge/19-evergreen-replays/version-b/header.html,funnels/5-day-keyboard-rich-challenge/19-evergreen-replays/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,20,Sales Thank You,sales_thank_you,version-a,13147816,90127790,funnels/5-day-keyboard-rich-challenge/20-sales-thank-you/version-a,funnels/5-day-keyboard-rich-challenge/20-sales-thank-you/version-a/header.html,funnels/5-day-keyboard-rich-challenge/20-sales-thank-you/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,20,Sales Thank You,sales_thank_you,version-b,13147816,90127790,funnels/5-day-keyboard-rich-challenge/20-sales-thank-you/version-b,funnels/5-day-keyboard-rich-challenge/20-sales-thank-you/version-b/header.html,funnels/5-day-keyboard-rich-challenge/20-sales-thank-you/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,21,Waiting List Registration,waiting_list_registration,version-a,13147816,89596608,funnels/5-day-keyboard-rich-challenge/21-waiting-list-registration/version-a,funnels/5-day-keyboard-rich-challenge/21-waiting-list-registration/version-a/header.html,funnels/5-day-keyboard-rich-challenge/21-waiting-list-registration/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,21,Waiting List Registration,waiting_list_registration,version-b,13147816,89596608,funnels/5-day-keyboard-rich-challenge/21-waiting-list-registration/version-b,funnels/5-day-keyboard-rich-challenge/21-waiting-list-registration/version-b/header.html,funnels/5-day-keyboard-rich-challenge/21-waiting-list-registration/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,22,Waitlist Thank You,waitlist_thank_you,version-a,13147816,89596648,funnels/5-day-keyboard-rich-challenge/22-waitlist-thank-you/version-a,funnels/5-day-keyboard-rich-challenge/22-waitlist-thank-you/version-a/header.html,funnels/5-day-keyboard-rich-challenge/22-waitlist-thank-you/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,22,Waitlist Thank You,waitlist_thank_you,version-b,13147816,89596648,funnels/5-day-keyboard-rich-challenge/22-waitlist-thank-you/version-b,funnels/5-day-keyboard-rich-challenge/22-waitlist-thank-you/version-b/header.html,funnels/5-day-keyboard-rich-challenge/22-waitlist-thank-you/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,23,Dream Life Calculator,dream_life_calculator,version-a,13147816,89572358,funnels/5-day-keyboard-rich-challenge/23-dream-life-calculator/version-a,funnels/5-day-keyboard-rich-challenge/23-dream-life-calculator/version-a/header.html,funnels/5-day-keyboard-rich-challenge/23-dream-life-calculator/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,23,Dream Life Calculator,dream_life_calculator,version-b,13147816,89572358,funnels/5-day-keyboard-rich-challenge/23-dream-life-calculator/version-b,funnels/5-day-keyboard-rich-challenge/23-dream-life-calculator/version-b/header.html,funnels/5-day-keyboard-rich-challenge/23-dream-life-calculator/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,24,Terms,terms,version-a,13147816,90747402,funnels/5-day-keyboard-rich-challenge/24-terms/version-a,funnels/5-day-keyboard-rich-challenge/24-terms/version-a/header.html,funnels/5-day-keyboard-rich-challenge/24-terms/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,24,Terms,terms,version-b,13147816,90747402,funnels/5-day-keyboard-rich-challenge/24-terms/version-b,funnels/5-day-keyboard-rich-challenge/24-terms/version-b/header.html,funnels/5-day-keyboard-rich-challenge/24-terms/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,25,Privacy,privacy,version-a,13147816,90747434,funnels/5-day-keyboard-rich-challenge/25-privacy/version-a,funnels/5-day-keyboard-rich-challenge/25-privacy/version-a/header.html,funnels/5-day-keyboard-rich-challenge/25-privacy/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,25,Privacy,privacy,version-b,13147816,90747434,funnels/5-day-keyboard-rich-challenge/25-privacy/version-b,funnels/5-day-keyboard-rich-challenge/25-privacy/version-b/header.html,funnels/5-day-keyboard-rich-challenge/25-privacy/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,26,NEW Registration Page,new_registration_page,version-a,13147816,90999687,funnels/5-day-keyboard-rich-challenge/26-new-registration-page/version-a,funnels/5-day-keyboard-rich-challenge/26-new-registration-page/version-a/header.html,funnels/5-day-keyboard-rich-challenge/26-new-registration-page/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,26,NEW Registration Page,new_registration_page,version-b,13147816,90999687,funnels/5-day-keyboard-rich-challenge/26-new-registration-page/version-b,funnels/5-day-keyboard-rich-challenge/26-new-registration-page/version-b/header.html,funnels/5-day-keyboard-rich-challenge/26-new-registration-page/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,27,VIP Thank You,vip_thank_you_92815717,version-a,13147816,92815717,funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-a,funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-a/header.html,funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-a/body.html,,datalayer_file_created,,,,,Duplicate step name; slug includes ClickFunnels step ID.
5-Day Keyboard Rich Challenge,krc,27,VIP Thank You,vip_thank_you_92815717,version-b,13147816,92815717,funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-b,funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-b/header.html,funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-b/body.html,,datalayer_file_created,,,,,Duplicate step name; slug includes ClickFunnels step ID.
5-Day Keyboard Rich Challenge,krc,28,Challenge Review Page,challenge_review_page,version-a,13147816,97561777,funnels/5-day-keyboard-rich-challenge/28-challenge-review-page/version-a,funnels/5-day-keyboard-rich-challenge/28-challenge-review-page/version-a/header.html,funnels/5-day-keyboard-rich-challenge/28-challenge-review-page/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,28,Challenge Review Page,challenge_review_page,version-b,13147816,97561777,funnels/5-day-keyboard-rich-challenge/28-challenge-review-page/version-b,funnels/5-day-keyboard-rich-challenge/28-challenge-review-page/version-b/header.html,funnels/5-day-keyboard-rich-challenge/28-challenge-review-page/version-b/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,29,DoorDash VIP,doordash_vip,version-a,13147816,97969260,funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a,funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/header.html,funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/body.html,,datalayer_file_created,,,,,
5-Day Keyboard Rich Challenge,krc,29,DoorDash VIP,doordash_vip,version-b,13147816,97969260,funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-b,funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-b/header.html,funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-b/body.html,,datalayer_file_created,,,,,
